Word,POS Tag,Frequency
raksasa,ADJ,2
raker,VERB,2
desakelurahan,NUM,2
dewo,PROPN,2
dgn,NOUN,2
dharmasraya,PROPN,2
dharmawangsa,PROPN,2
dhf,NOUN,2
rais,PROPN,2
raijua,NOUN,2
dhien,PROPN,2
multifinance,NUM,2
di,PROPN,2
devandra,NOUN,2
detikjatim,PROPN,2
detikjatim,NOUN,2
detikhot,NUM,2
desease,NOUN,2
mukokutan,NOUN,2
design,NOUN,2
ranai,PROPN,2
design,PROPN,2
hadiwijaya,PROPN,2
designing,NUM,2
rampas,PROPN,2
ramon,PROPN,2
deskriminasi,NUM,2
muktipun,PROPN,2
rambutkelj,NOUN,2
hadimuljono,NUM,2
rambu,NOUN,2
hadikuntono,PROPN,2
rambat,VERB,2
detailkenaikan,PROPN,2
ramba,PROPN,2
ramal,PROPN,2
ramairamai,NOUN,2
detikers,NOUN,2
pohuwato,PROPN,2
edar,VERB,2
poempida,NOUN,2
noormiliyani,NOUN,2
norman,PROPN,2
febrie,NUM,2
federasi,PROPN,2
federation,PROPN,2
panrb,NOUN,2
fee,PROPN,2
normatif,NOUN,2
norsenah,PROPN,2
panjang,VERB,2
panjang,PROPN,2
feebased,NOUN,2
panjang,ADV,2
felix,PROPN,2
panita,NUM,2
ferdianto,NUM,2
panik,ADJ,2
notaris,NOUN,2
notes,NOUN,2
nottingham,PROPN,2
pangkajene,PROPN,2
fiestiandani,PROPN,2
fights,NOUN,2
pangestu,PROPN,2
pantja,PROPN,2
febriani,PROPN,2
pap,PROPN,2
parasailing,NOUN,2
fatalitas,NUM,2
noormiliyani,NUM,2
paribas,PROPN,2
parhan,PROPN,2
parent,NOUN,2
nora,NOUN,2
parekraf,NUM,2
pare,NOUN,2
fathur,NOUN,2
parasati,PROPN,2
fathur,NUM,2
normalibu,PROPN,2
fathur,PROPN,2
fatwa,PROPN,2
fauziyah,NUM,2
parafimosis,NUM,2
fc,PROPN,2
fdip,NUM,2
fdipe,NOUN,2
feasibility,NOUN,2
gelontor,VERB,2
feb,NOUN,2
pangarso,PROPN,2
fights,PROPN,2
figur,NOUN,2
palm,PROPN,2
paman,VERB,2
firmansyah,PROPN,2
palsy,PROPN,2
nuim,NUM,2
palsuterdapat,NOUN,2
palsudiberikan,PROPN,2
palsub,NUM,2
nuim,PROPN,2
palmitate,NOUN,2
palmerah,PROPN,2
palm,NOUN,2
pamapersada,NOUN,2
paliperidon,NOUN,2
fisioterapis,PROPN,2
palembangbudi,PROPN,2
fitnah,NOUN,2
nuklir,NOUN,2
fitria,NOUN,2
pakubuwono,PROPN,2
pakualaman,PROPN,2
gbk,PROPN,2
fiturfitur,PROPN,2
pamanukan,PROPN,2
firdauzie,PROPN,2
fiha,NUM,2
nri,NUM,2
novan,PROPN,2
panel,NOUN,2
fiksi,NOUN,2
novasi,NUM,2
filariasis,NOUN,2
novemberdesember,NUM,2
pandemic,NOUN,2
now,NOUN,2
gedongtengen,NOUN,2
film,NOUN,2
nse,PROPN,2
firdaus,PROPN,2
gebyar,NOUN,2
finace,NOUN,2
financting,NOUN,2
nu,PROPN,2
gebah,PROPN,2
pancasila,PROPN,2
pancasakti,PROPN,2
nugriyanto,NOUN,2
finpay,NOUN,2
pamer,VERB,2
paris,NUM,2
faskesfaskes,NOUN,2
fityanjuara,NUM,2
paritrana,VERB,2
payudaraanemiatuberkulosis,PROPN,2
factor,PROPN,2
fadhly,PROPN,2
genome,NOUN,2
fadilla,NUM,2
payanan,NOUN,2
fadlul,PROPN,2
payah,NOUN,2
genitalpembesaran,NUM,2
faedah,NOUN,2
nonhimbara,PROPN,2
paus,NOUN,2
paud,PROPN,2
fahmy,NOUN,2
noni,NOUN,2
noni,PROPN,2
patut,ADJ,2
patuh,PROPN,2
patriotisme,NOUN,2
patri,PROPN,2
patri,NOUN,2
patimah,NOUN,2
patikategori,NUM,2
payudarakanker,NOUN,2
facialis,PROPN,2
fachrurrozi,PROPN,2
pcpen,NUM,2
gerakbesaran,NOUN,2
pdpi,PROPN,2
geopolitics,PROPN,2
pdpi,NUM,2
nonbank,PROPN,2
pdki,PROPN,2
extra,PROPN,2
pdgi,PROPN,2
nonbpjs,NUM,2
faap,NOUN,2
pcarebpjs,NOUN,2
fachrurrazi,PROPN,2
pcare,VERB,2
fabby,PROPN,2
nondaring,NOUN,2
fabelio,VERB,2
genose,PROPN,2
facebookbpjskesehatanri,PROPN,2
pbippu,NOUN,2
pbidi,PROPN,2
fachri,PROPN,2
pbicara,NOUN,2
fahrurozi,NOUN,2
path,NOUN,2
nonjkn,NOUN,2
partisipatif,NOUN,2
fakses,NUM,2
faksesnya,NOUN,2
pasca,PROPN,2
nonrekening,NUM,2
nontatap,NOUN,2
fals,VERB,2
parupembayaran,NOUN,2
paruhipotiroid,PROPN,2
farel,NOUN,2
farianti,NUM,2
farid,PROPN,2
nonpns,NOUN,2
nontunai,PROPN,2
faringitis,NUM,2
parsaulian,PROPN,2
farmakolog,PROPN,2
farmakoterapi,NOUN,2
farmasi,PROPN,2
parlemen,PROPN,2
fasilitas,PROPN,2
fasilitasseluruh,NUM,2
fasilitator,NOUN,2
fakses,NOUN,2
fakrulloh,NOUN,2
patah,NOUN,2
fakes,NOUN,2
pasutri,NOUN,2
fair,PROPN,2
generalisasi,NOUN,2
faizi,NUM,2
pasti,VERB,2
nonkapitasi,NOUN,2
nonkementerian,PROPN,2
fajri,NUM,2
passwordpilih,NOUN,2
gender,NOUN,2
nonpbi,NOUN,2
pasein,PROPN,2
nonpbi,NUM,2
paskaekstraksi,NOUN,2
pasir,NOUN,2
pasigitan,PROPN,2
fakih,NOUN,2
pasiensebelumnya,NUM,2
pasienpemeriksaan,NOUN,2
pasiengagal,NOUN,2
pasiendante,NOUN,2
pasiendalam,NOUN,2
paklaring,NOUN,2
five,PROPN,2
podomoro,PROPN,2
gastritis,PROPN,2
ono,PROPN,2
online,VERB,2
ftkp,NUM,2
ftp,PROPN,2
onkrad,PROPN,2
onkrad,NOUN,2
fuel,NOUN,2
nyala,NOUN,2
oneshildt,PROPN,2
garsadi,PROPN,2
garment,PROPN,2
onderdil,NOUN,2
fund,NOUN,2
onboarding,NUM,2
nyata,VERB,2
funding,NUM,2
furnitur,PROPN,2
nyiapin,NOUN,2
gar,PROPN,2
nyumbang,NOUN,2
furunkel,NUM,2
nyusahin,NOUN,2
futsal,PROPN,2
onsite,NOUN,2
fspmi,NOUN,2
opd,NUM,2
ny,PROPN,2
orangtahun,NUM,2
orangsebelumnya,NUM,2
orangorang,VERB,2
orangkelas,NOUN,2
oral,ADJ,2
frcpi,PROPN,2
freelancer,NOUN,2
optimism,PROPN,2
optimalisasi,VERB,2
friendly,NOUN,2
frijianto,NOUN,2
fspbi,PROPN,2
frista,PROPN,2
opsional,NOUN,2
frivanda,NUM,2
opportunity,NOUN,2
gaspol,NOUN,2
opinion,NOUN,2
opersional,NOUN,2
fsbpi,NOUN,2
operating,NOUN,2
nyak,PROPN,2
olly,NOUN,2
o,PROPN,2
ob,PROPN,2
gantryatau,NOUN,2
ofp,PROPN,2
ofisial,NOUN,2
gampang,ADJ,2
official,NOUN,2
gandaria,PROPN,2
off,PROPN,2
gandhi,PROPN,2
gandhy,NUM,2
oebobo,NUM,2
odp,PROPN,2
gandung,NOUN,2
gali,VERB,2
odgj,NOUN,2
observatoty,PROPN,2
obsession,NUM,2
ockti,PROPN,2
gangsa,NUM,2
ocd,PROPN,2
ganis,NOUN,2
ganjal,NOUN,2
obstruktif,PROPN,2
ganjal,NUM,2
gambas,PROPN,2
oilebaf,NOUN,2
gaa,NUM,2
oksigenjanin,PROPN,2
obamacare,NUM,2
okto,PROPN,2
obamacare,PROPN,2
okta,VERB,2
okta,PROPN,2
gaet,NUM,2
oksigenselanjutnya,NUM,2
oksigenpenjelasan,NOUN,2
oksigennext,PROPN,2
oksigenkapan,NUM,2
oksigendante,PROPN,2
galeri,NOUN,2
oksigendalam,PROPN,2
gagal,ADP,2
oknum,PROPN,2
gajiupahnya,NOUN,2
okky,NOUN,2
gapa,NUM,2
ganyangjuara,PROPN,2
ok,NOUN,2
ojol,NUM,2
obatobatan,VERB,2
orangtahun,PROPN,2
nuzirman,VERB,2
gbisa,PROPN,2
fransiskus,PROPN,2
gaul,NOUN,2
folikulitis,PROPN,2
padahal,NOUN,2
nurgriyanto,NOUN,2
padadetikcom,NOUN,2
fomo,PROPN,2
nurhasan,PROPN,2
pabrikpabrik,NOUN,2
nurhasannah,NOUN,2
pabrikan,NOUN,2
fonusa,NOUN,2
pabi,PROPN,2
pabean,NOUN,2
pa,PROPN,2
p,NOUN,2
nuri,NOUN,2
nuri,VERB,2
oxford,PROPN,2
force,PROPN,2
ovo,NUM,2
forearm,NOUN,2
oversupply,NOUN,2
overkredit,PROPN,2
nuradhy,PROPN,2
padangsidimpuan,PROPN,2
padar,PROPN,2
nunggu,NOUN,2
numularis,PROPN,2
pakar,VERB,2
pakar,PROPN,2
pakansari,PROPN,2
pakam,PROPN,2
fktl,PROPN,2
fktphal,NUM,2
fktpmenindaklanjuti,NOUN,2
nunggak,PROPN,2
fktppersyaratan,PROPN,2
flag,NOUN,2
gaus,NOUN,2
pain,NOUN,2
pahlevi,PROPN,2
pages,NOUN,2
nungki,NOUN,2
flpp,PROPN,2
pagak,PROPN,2
pagai,PROPN,2
nunukan,PROPN,2
paduli,PROPN,2
fmb,VERB,2
overbilling,NOUN,2
foreky,PROPN,2
forkopimda,NOUN,2
fppbni,PROPN,2
osaka,PROPN,2
ortodontis,NUM,2
nusra,NOUN,2
ortodonsia,NOUN,2
ortodonsi,NUM,2
fpp,NOUN,2
orodental,NUM,2
nusra,NUM,2
ormas,PROPN,2
ormas,NOUN,2
ori,NOUN,2
nushratu,PROPN,2
organized,PROPN,2
nutrition,PROPN,2
organizational,NOUN,2
fppp,NOUN,2
fpppkk,PROPN,2
nuzirman,NOUN,2
fraksi,PROPN,2
organda,NOUN,2
organberlaku,NOUN,2
frank,PROPN,2
fpgh,PROPN,2
fpgh,NOUN,2
nurlina,NUM,2
gastrostomy,NUM,2
nurlina,PROPN,2
forkopimda,NUM,2
formalitas,NOUN,2
formula,PROPN,2
formular,NOUN,2
formularium,PROPN,2
gatam,PROPN,2
otoriter,NOUN,2
otorita,PROPN,2
nuruddin,PROPN,2
gastrohepatology,NOUN,2
ose,NUM,2
otonom,NOUN,2
forward,NOUN,2
foto,PROPN,2
otomatis,ADP,2
fotokopiasli,NUM,2
nushratu,NUM,2
otentik,NOUN,2
four,NOUN,2
osr,PROPN,2
osi,PROPN,2
pds,PROPN,2
nomornyad,NOUN,2
pdskji,NUM,2
negata,NOUN,2
pick,NOUN,2
elektabilitas,NUM,2
elektro,NOUN,2
piatu,NOUN,2
glory,NOUN,2
elektrokardiografi,PROPN,2
neo,NOUN,2
phri,VERB,2
elektronicknow,NOUN,2
globocan,NUM,2
phri,NOUN,2
neonatorum,NOUN,2
netizenvideo,NOUN,2
phpt,NUM,2
elfanetti,NOUN,2
elias,PROPN,2
gk,PROPN,2
pheic,NOUN,2
netty,NOUN,2
network,PROPN,2
neurologi,NOUN,2
phbs,NOUN,2
phbi,NOUN,2
glovo,NUM,2
glukosa,NOUN,2
ela,PROPN,2
pikir,ADJ,2
gobel,PROPN,2
ekstensifikasi,NUM,2
pilah,NOUN,2
negeripelayanan,NOUN,2
pil,NOUN,2
negeripengobatan,NOUN,2
ekstraksiselain,NOUN,2
ekstraksitumpatan,NOUN,2
nelson,PROPN,2
nempel,NUM,2
nemu,NOUN,2
pif,PROPN,2
ektima,PROPN,2
ektp,PROPN,2
pijak,NOUN,2
pihk,PROPN,2
nena,PROPN,2
gmbh,PROPN,2
gm,PROPN,2
ekzema,PROPN,2
pihakbpjs,PROPN,2
el,PROPN,2
phb,PROPN,2
elisabeth,PROPN,2
pfi,PROPN,2
ginjaldalam,PROPN,2
pesertajknyang,VERB,2
pesertajknbisa,PROPN,2
pesertaia,NUM,2
pesertac,NUM,2
pesertac,NOUN,2
elsa,NOUN,2
perwira,NOUN,2
perutdiaresifat,NOUN,2
ginjaldikenal,NUM,2
perusahaanperusahaan,VERB,2
ngecek,NOUN,2
pesertapelayanan,NOUN,2
emis,NOUN,2
emoji,NOUN,2
ngegampangin,NUM,2
ngegampangin,PROPN,2
perumahsakitand,NUM,2
ngeliat,NOUN,2
perubahanperbaikan,NUM,2
empowerment,NOUN,2
pertusis,PROPN,2
pertanggungjawabkan,NOUN,2
pesertanamun,NOUN,2
ginjalhemofilia,PROPN,2
petugasad,PROPN,2
elke,NUM,2
neurotoksin,NOUN,2
giri,NOUN,2
petroleum,PROPN,2
petitum,NUM,2
petitum,NOUN,2
elite,NOUN,2
girder,NOUN,2
petinggi,NOUN,2
elitos,NOUN,2
ngaji,NOUN,2
pet,PROPN,2
ginjalhemofiliatalasemialeukemiasirosis,PROPN,2
ngajuin,NOUN,2
pet,NOUN,2
elke,PROPN,2
pest,PROPN,2
pesona,NOUN,2
elok,NOUN,2
gips,NOUN,2
elora,NOUN,2
pesertasetelah,NOUN,2
ginjalpengonsumsian,NUM,2
ekspose,NOUN,2
negarapendaftaran,NUM,2
gercep,NOUN,2
negarapendaftaran,NOUN,2
pmenlhksetjenkum,NUM,2
earmark,NUM,2
ploting,NOUN,2
ploso,PROPN,2
ebt,NUM,2
plin,NOUN,2
pliken,PROPN,2
nature,PROPN,2
pleno,NOUN,2
plenary,PROPN,2
please,NOUN,2
echannel,NOUN,2
echo,NOUN,2
playstoreapp,NOUN,2
eclaim,NOUN,2
economist,PROPN,2
platinum,NOUN,2
platformplatform,NOUN,2
obstetri,NOUN,2
navigasi,NOUN,2
plate,NOUN,2
nazara,NUM,2
nazara,PROPN,2
ea,PROPN,2
pmj,NUM,2
nature,NOUN,2
gondhowiardjo,PROPN,2
nasionalfornas,NUM,2
po,NOUN,2
nasrul,PROPN,2
duri,NOUN,2
pnpp,PROPN,2
natalia,PROPN,2
gondok,NOUN,2
pnm,NOUN,2
pneumonectomy,PROPN,2
pneumokokus,NOUN,2
gondhowiardjo,NOUN,2
gold,NOUN,2
pncneonates,NUM,2
nathania,PROPN,2
pnbp,NUM,2
pnbn,NUM,2
nation,NOUN,2
pnbn,NOUN,2
nations,PROPN,2
pn,VERB,2
pn,NOUN,2
pmn,PROPN,2
plat,NOUN,2
edc,NUM,2
plasentakehamilan,PROPN,2
ekonomis,NOUN,2
ego,NOUN,2
ehealth,NOUN,2
piramida,NOUN,2
piprim,PROPN,2
eijkman,PROPN,2
nefi,NOUN,2
nefrologi,NOUN,2
eklaim,PROPN,2
ekologi,NOUN,2
pinjol,NUM,2
eksantemapous,NOUN,2
pitriah,NUM,2
eksekutor,NOUN,2
pindai,PROPN,2
ekselen,PROPN,2
pindad,PROPN,2
pimpin,VERB,2
nefrologi,PROPN,2
pilpres,VERB,2
negaradaerah,PROPN,2
pilpres,NUM,2
eksplorasi,NOUN,2
egfr,NUM,2
pitriah,PROPN,2
edelwis,PROPN,2
pkl,NOUN,2
plaju,PROPN,2
plafon,VERB,2
plafon,PROPN,2
ncov,NOUN,2
pkwtt,NOUN,2
edit,NOUN,2
ncsr,NOUN,2
ndak,PROPN,2
editorial,NOUN,2
pkl,NUM,2
eduard,PROPN,2
eg,PROPN,2
efarina,NOUN,2
nduga,PROPN,2
pkfi,PROPN,2
godok,VERB,2
pkbu,NUM,2
effort,NOUN,2
pk,NUM,2
efisiendengan,NUM,2
pjj,NOUN,2
pj,NOUN,2
pertamafasilitas,NOUN,2
ngeluarin,NUM,2
emy,PROPN,2
perspective,PROPN,2
ggapa,NOUN,2
etwcc,PROPN,2
gg,PROPN,2
penangananbpjs,NOUN,2
eua,NOUN,2
njlimet,NUM,2
eua,PROPN,2
euforia,VERB,2
penacapaian,NOUN,2
pemulasaran,PROPN,2
europe,PROPN,2
nkri,PROPN,2
nkrk,NOUN,2
nmeilinaa,NOUN,2
pemred,PROPN,2
eva,NOUN,2
gesnuhun,NOUN,2
noda,NOUN,2
nodul,NOUN,2
gerus,NUM,2
pemdes,PROPN,2
pembiayan,NOUN,2
pembiataan,NUM,2
penatalaksanaan,VERB,2
pencak,NOUN,2
niscaya,ADV,2
ghana,PROPN,2
etaham,NUM,2
nilainilai,NOUN,2
ghandy,NOUN,2
pengobatansetelah,NOUN,2
penginputan,NUM,2
pengin,VERB,2
penghargaanuniversal,NOUN,2
penggunaaan,NOUN,2
pengeloaan,NOUN,2
pengap,NOUN,2
ethan,PROPN,2
pencet,NOUN,2
penduduknomor,NUM,2
pendopo,PROPN,2
pendopo,NOUN,2
pendkatan,PROPN,2
pendengarandiberikan,NUM,2
etikketua,NUM,2
etikpersatuan,NOUN,2
nindya,PROPN,2
pendam,PROPN,2
ning,VERB,2
pembedahanteknikstereotacticdalam,NUM,2
pematangsiantar,PROPN,2
noka,NOUN,2
exitjuara,NUM,2
excessive,PROPN,2
nomenklatur,NOUN,2
peka,ADJ,2
geriatri,NOUN,2
pejal,VERB,2
nominasi,NOUN,2
exellence,NOUN,2
pegal,NOUN,2
exist,NOUN,2
exit,NOUN,2
peertopeer,PROPN,2
pekembangancorona,NOUN,2
peer,NOUN,2
expert,NOUN,2
expert,PROPN,2
pedis,PROPN,2
pediculosis,NUM,2
pediatric,PROPN,2
gerd,NOUN,2
pede,NOUN,2
explorasi,NOUN,2
pecat,NUM,2
excessive,NUM,2
nombokin,NOUN,2
pematang,PROPN,2
nol,ADJ,2
evidencebased,NOUN,2
evita,PROPN,2
pelita,PROPN,2
pelit,NOUN,2
pelindo,PROPN,2
pelayananya,NUM,2
pelayananya,NOUN,2
gerogot,NOUN,2
pelayananadministrasi,NUM,2
ewarong,NOUN,2
germany,PROPN,2
pekerjakontrak,NUM,2
ewarong,NUM,2
pelan,NOUN,2
pelaksanannya,NOUN,2
pelaksanadetikhealthdalam,NOUN,2
pekerjaserikat,VERB,2
noldi,PROPN,2
pekerjapekerja,NUM,2
pekerjapekerja,NOUN,2
pekerjapegawai,NOUN,2
pekerjakredit,NUM,2
esti,NOUN,2
estetikpelayanan,NOUN,2
niken,PROPN,2
gigiscaling,NUM,2
permenkesnya,NUM,2
gihon,PROPN,2
enny,PROPN,2
enos,PROPN,2
enrekang,PROPN,2
permendes,PROPN,2
ngomongnya,NOUN,2
ensem,NUM,2
permenaketrans,NUM,2
ngotot,NOUN,2
entas,NUM,2
eni,PROPN,2
nguji,NOUN,2
ngumpetin,NOUN,2
gigipembiayaan,NOUN,2
entertainment,PROPN,2
permbu,NUM,2
permberitahuan,NUM,2
permata,PROPN,2
ngurangi,NOUN,2
permanen,VERB,2
ngurusin,PROPN,2
permenko,NOUN,2
enhanced,NOUN,2
entry,NOUN,2
nggak,X,2
ngepas,NOUN,2
gingivitis,NUM,2
personnel,NOUN,2
ngerti,VERB,2
ngesot,PROPN,2
endap,NOUN,2
endarto,NOUN,2
gin,VERB,2
persoalanpersoalan,NOUN,2
persis,DET,2
nginap,NOUN,2
pernapasanyang,NOUN,2
persenjakarta,NUM,2
eneng,PROPN,2
persem,NOUN,2
energy,NOUN,2
enforcement,PROPN,2
nginap,VERB,2
ngobrol,VERB,2
gildas,NOUN,2
perry,PROPN,2
perokonomian,NOUN,2
ngutang,NUM,2
nhird,PROPN,2
penny,VERB,2
penyulitobat,NUM,2
ersama,NOUN,2
giat,PROPN,2
perawatanpasien,NOUN,2
perawatanmenkes,NUM,2
eryulia,NOUN,2
perancis,NOUN,2
pepes,NOUN,2
pepatah,NOUN,2
pepabri,PROPN,2
penyulitpencabutan,NOUN,2
penyicilan,NOUN,2
perbanas,PROPN,2
penyesuain,NOUN,2
esg,PROPN,2
penyelanggara,NOUN,2
nicke,PROPN,2
penyakitkepadatan,NOUN,2
penyakitkawasakiyang,NOUN,2
penyakitkatastropikdiproyeksikan,PROPN,2
esok,ADV,2
espay,NUM,2
nikb,PROPN,2
perban,VERB,2
percuma,NOUN,2
perlinsos,NUM,2
nhl,PROPN,2
environment,NOUN,2
perkantoranbank,NOUN,2
peritoneum,NOUN,2
perioral,NOUN,2
episentrum,PROPN,2
episkleritis,PROPN,2
epistaksis,NOUN,2
perilaku,ADJ,2
equitas,NOUN,2
eracs,PROPN,2
gigiadapun,NOUN,2
nianta,PROPN,2
erani,PROPN,2
pergub,PROPN,2
erdianto,PROPN,2
gig,NOUN,2
performance,PROPN,2
erisipelas,PROPN,2
niaga,PROPN,2
eritrasma,PROPN,2
eropa,PROPN,2
percutaneus,NOUN,2
pension,NOUN,2
kayamiskin,PROPN,2
daftariuran,PROPN,2
ashabul,NUM,2
arsip,NOUN,2
arsydhad,PROPN,2
tilik,VERB,2
tilang,NOUN,2
tiktokdetikcom,PROPN,2
tiktok,PROPN,2
artha,DET,2
tikai,NUM,2
tigo,PROPN,2
tigaraksaalamat,NOUN,2
tifak,NOUN,2
tidurtirai,NOUN,2
artritis,NOUN,2
arumsari,PROPN,2
asabri,VERB,2
asah,NOUN,2
tiasa,NOUN,2
tht,PROPN,2
threshold,NOUN,2
asesment,NOUN,2
asesor,NUM,2
aset,PROPN,2
thorax,NOUN,2
asetaset,NUM,2
thn,NOUN,2
third,NOUN,2
thiptadi,PROPN,2
arsari,PROPN,2
timedan,NOUN,2
arsada,PROPN,2
tips,NOUN,2
tjandranegara,NUM,2
tjahjo,PROPN,2
tjahaja,PROPN,2
tjager,PROPN,2
title,PROPN,2
areatol,NOUN,2
titah,NOUN,2
tisik,NUM,2
argo,NOUN,2
tiratpartisi,NUM,2
ariansyah,PROPN,2
tipus,NOUN,2
tipikor,PROPN,2
timing,NOUN,2
arip,PROPN,2
arisapna,PROPN,2
tinggisyarat,NOUN,2
tinggibukan,NOUN,2
tinea,NOUN,2
tindih,NOUN,2
arjasari,PROPN,2
arkian,PROPN,2
tindaklanjut,PROPN,2
timurkode,NUM,2
timuralamat,NUM,2
timur,ADP,2
thing,NOUN,2
ashabul,PROPN,2
tjiptaning,PROPN,2
ashadi,PROPN,2
terphk,PROPN,2
terobos,VERB,2
asrun,PROPN,2
assesment,NUM,2
terminologi,PROPN,2
terminologi,NOUN,2
astigmatism,NOUN,2
terjadisebelumnya,NUM,2
terinput,NUM,2
terinfeksivirus,NOUN,2
asusila,NOUN,2
tergesagesa,NOUN,2
aswansyah,NUM,2
terdekatdi,PROPN,2
terdafar,NUM,2
asyari,PROPN,2
tercapainyauniversal,NOUN,2
terburuburu,NUM,2
terbit,PROPN,2
terbesarbpjs,NOUN,2
terbarusejak,PROPN,2
terbanggi,PROPN,2
terawanmengungkap,PROPN,2
terawanmengatakan,NUM,2
atauc,NOUN,2
ataue,NUM,2
teral,PROPN,2
tersebutjakarta,NUM,2
tertanngung,NUM,2
tertawa,NOUN,2
tgl,PROPN,2
ashmore,PROPN,2
asi,PROPN,2
thank,NOUN,2
thalassemia,PROPN,2
thalassaemia,PROPN,2
thalasemiathalasemia,NOUN,2
asimilasi,NOUN,2
asin,ADJ,2
asin,VERB,2
asingcalon,NUM,2
thabrani,PROPN,2
thabarany,PROPN,2
tgagal,NUM,2
terterasetelah,NOUN,2
tetap,PROPN,2
asmar,NUM,2
testingjuara,NUM,2
asmariyanti,NOUN,2
asmariyanti,NUM,2
tervalidasi,NOUN,2
terusteruskan,PROPN,2
asong,NUM,2
terusmenerus,NOUN,2
terus,VERB,2
asosiasiindustri,NOUN,2
tertuangdalam,PROPN,2
tjipta,PROPN,2
ardiles,PROPN,2
antan,PROPN,2
aparnaa,PROPN,2
tstroke,NUM,2
tsk,PROPN,2
tsani,PROPN,2
trubus,PROPN,2
troubleshooting,NOUN,2
tropis,NOUN,2
trombosit,NOUN,2
antreanonlineterbaik,NUM,2
trombektomi,NOUN,2
triumvirat,PROPN,2
trisusanty,NUM,2
trisnantoro,PROPN,2
antri,PROPN,2
trisa,PROPN,2
triple,NOUN,2
anuitas,NOUN,2
anulir,NOUN,2
triliunrp,NUM,2
anung,PROPN,2
triliunhemofilia,NUM,2
triliungagal,PROPN,2
anxiety,NOUN,2
anywhere,NOUN,2
trikiasis,PROPN,2
apabila,ADP,2
apac,NOUN,2
apach,NOUN,2
ttg,ADP,2
ttg,NOUN,2
tthalasemia,NUM,2
antarsesama,PROPN,2
tumpal,NUM,2
tumpal,NOUN,2
antarkerja,NUM,2
antarlembaga,NOUN,2
antarlembaga,NUM,2
antarlembaga,PROPN,2
tuker,NOUN,2
tukas,NOUN,2
tukal,PROPN,2
tuhatu,PROPN,2
tugas,PROPN,2
tuding,VERB,2
antas,NUM,2
antivenom,NUM,2
ante,PROPN,2
antenal,NOUN,2
antenal,NUM,2
antenatal,NUM,2
antenatal,PROPN,2
tuban,PROPN,2
antibisa,NOUN,2
antihemofilia,NOUN,2
tualang,PROPN,2
tual,PROPN,2
tuai,VERB,2
antisuap,NOUN,2
trend,NOUN,2
transplant,NUM,2
tjokrosaputro,PROPN,2
transmembran,NOUN,2
appbi,NOUN,2
too,NOUN,2
appi,PROPN,2
tonton,VERB,2
tonsilitis,NOUN,2
tom,PROPN,2
tolong,VERB,2
tolok,NOUN,2
tolikara,PROPN,2
april,ADP,2
april,NUM,2
toksinologi,NOUN,2
tohir,PROPN,2
aptosa,NOUN,2
toha,PROPN,2
together,PROPN,2
tobacco,PROPN,2
toba,NOUN,2
tnya,NOUN,2
ar,PROPN,2
ara,PROPN,2
arabia,PROPN,2
tmc,PROPN,2
tkdd,NUM,2
ardhi,PROPN,2
tkanker,NUM,2
tjong,PROPN,2
apotik,VERB,2
topang,PROPN,2
topang,VERB,2
tpkd,NUM,2
apbs,PROPN,2
transaksional,NOUN,2
tranformasi,NOUN,2
tram,PROPN,2
aphtnhan,NUM,2
tradisi,PROPN,2
trading,NOUN,2
apik,PROPN,2
apindo,VERB,2
apip,NUM,2
aplikasi,PROPN,2
aplikasi,VERB,2
tp,PROPN,2
apotik,PROPN,2
aplikasicara,NOUN,2
aplikasicara,NUM,2
toto,PROPN,2
total,PROPN,2
toreh,PROPN,2
toreh,NUM,2
apm,NOUN,2
apollo,PROPN,2
topup,NOUN,2
topik,VERB,2
apotik,NOUN,2
apotik,NUM,2
ataulinear,PROPN,2
tepat,ADV,2
athenabdg,PROPN,2
barack,PROPN,2
tambanga,NOUN,2
banjarharjo,PROPN,2
taman,PROPN,2
talasemi,NUM,2
taksir,PROPN,2
taksir,NUM,2
taksi,NOUN,2
taklimat,PROPN,2
taklim,NOUN,2
bantai,NOUN,2
bantenno,VERB,2
banting,NOUN,2
bantuanbantuan,NOUN,2
bantuaniuran,NUM,2
bantuaniuransebesar,NOUN,2
bantuperubahan,NOUN,2
tahuntahun,NOUN,2
tahu,PROPN,2
tahta,NOUN,2
tahapantahapan,NUM,2
tagulandang,PROPN,2
tagline,NOUN,2
bapanas,PROPN,2
tagar,NUM,2
tagan,NOUN,2
bappebti,NOUN,2
bar,NOUN,2
tambun,NOUN,2
tampan,PROPN,2
bangkai,NOUN,2
tandatanda,NOUN,2
bandage,NOUN,2
bandage,PROPN,2
tangerangkode,PROPN,2
tangerangdr,PROPN,2
tangerangalamat,PROPN,2
tangerang,NOUN,2
tanganwho,NUM,2
tangandalam,NOUN,2
bandaso,NUM,2
tangan,ADJ,2
bandel,NOUN,2
tandatanda,NUM,2
banderol,PROPN,2
tampik,PROPN,2
banding,PROPN,2
tancap,VERB,2
tanaoba,PROPN,2
bandungjuara,PROPN,2
bandungnext,NOUN,2
tanago,NOUN,2
bandwidth,NOUN,2
tan,NOUN,2
bangda,NOUN,2
tamsil,PROPN,2
tampung,PROPN,2
banggae,NUM,2
tadjuddin,NUM,2
barakuda,PROPN,2
tengok,VERB,2
barangbarang,NUM,2
baseanakfk,NUM,2
basiler,NOUN,2
basung,PROPN,2
baswedan,ADV,2
suyus,NUM,2
baswedan,VERB,2
