Word,POS Tag,Frequency
tangerang,PROPN,112
tuju,PROPN,111
paksa,NOUN,111
gambar,NOUN,111
papua,PROPN,111
metode,NOUN,111
alhamdulillah,NOUN,111
fkrtl,NUM,110
kandung,NOUN,110
sepenuh,NOUN,110
agama,NOUN,110
rasio,NOUN,110
agung,ADJ,110
muhammad,PROPN,110
dan,CONJ,109
buah,NOUN,109
prakerja,NOUN,109
apalagi,ADV,109
perhati,NUM,108
kunjung,NOUN,108
datang,VERB,108
kelas,PROPN,108
desember,PROPN,108
kawasan,NOUN,108
prediksi,NOUN,108
advokasi,NOUN,108
urus,VERB,108
negatif,ADJ,107
bekerjasama,VERB,107
estetika,NOUN,107
kaki,NOUN,107
sehat,ADV,107
miskin,NOUN,107
posko,NOUN,107
asumsi,NOUN,106
tulang,NOUN,106
bisa,ADV,106
permenkes,NOUN,106
tengah,ADP,106
notifikasi,NOUN,106
lama,ADJ,106
haji,NOUN,106
direktorat,NOUN,106
kutip,PROPN,106
acu,NUM,106
virtual,NOUN,105
liput,NUM,105
komite,NOUN,105
langgar,NOUN,105
relaksasi,NOUN,105
senantiasa,ADV,105
tanggap,NOUN,105
aceh,NOUN,105
modus,NOUN,105
kompleks,NOUN,105
mental,NOUN,105
hp,NOUN,105
siber,NOUN,105
beleid,NOUN,105
transportasi,NOUN,105
hitung,PROPN,105
eko,NOUN,104
bagai,VERB,104
disabilitas,NOUN,104
kemenkeu,NOUN,104
idris,PROPN,104
transisi,NOUN,104
keluar,NOUN,104
skck,NOUN,104
tenang,ADJ,104
bekal,NOUN,104
wabah,NOUN,104
sengaja,ADJ,104
permenaker,NOUN,104
km,NOUN,104
fktp,PROPN,103
buruk,ADJ,103
lupa,VERB,103
kerap,ADV,103
nelayan,NOUN,103
kemudi,NOUN,103
tunjuk,NOUN,103
billing,NOUN,103
sembako,NOUN,102
syahril,PROPN,102
partai,NOUN,102
efisiensi,NOUN,102
rinci,NOUN,102
the,PROPN,102
persen,NUM,101
dr,NOUN,101
bupati,NOUN,101
imbuh,PROPN,101
sandang,NOUN,101
abdul,PROPN,101
presiden,PROPN,101
bicara,VERB,101
final,NOUN,101
sambut,NOUN,100
puskesmas,PROPN,100
imbau,NOUN,100
anti,NOUN,100
sasar,NUM,100
luka,NOUN,100
tinjau,NOUN,100
adapun,NOUN,100
chat,NOUN,100
nota,NOUN,99
berantas,NOUN,99
bagai,ADP,99
libat,NUM,99
bunyi,NOUN,99
bunuh,VERB,99
kampanye,NOUN,99
juru,NOUN,99
november,NOUN,99
november,PROPN,99
perangkat,NOUN,99
bpu,NOUN,99
seperti,ADP,98
vertikal,ADJ,98
veteran,NOUN,98
puas,NOUN,98
modal,NOUN,98
ix,NOUN,98
teken,VERB,98
persentase,NOUN,98
agung,VERB,98
fisik,NOUN,98
rilis,NOUN,97
format,NOUN,97
cicil,NOUN,97
pemda,PROPN,97
dtks,NOUN,97
profil,NOUN,97
sekolah,NOUN,97
spesialis,VERB,97
antar,ADP,97
law,NOUN,97
via,ADP,97
gugat,NOUN,97
wali,NOUN,97
ujung,NOUN,97
puluh,NUM,96
jenjang,NOUN,96
jkm,NOUN,96
kompetisi,NOUN,96
minta,VERB,96
skala,NOUN,96
npwp,PROPN,96
bpk,NOUN,95
milu,NOUN,95
tulus,NOUN,95
terus,ADV,95
sembilan,NUM,95
awal,ADJ,95
pemda,NOUN,95
tidur,ADJ,95
koperasi,NOUN,95
juara,NOUN,95
bakti,NOUN,95
mahasiswa,NOUN,95
amanah,NOUN,95
kunci,NOUN,95
igd,PROPN,94
komprehensif,ADJ,94
lancar,NOUN,94
muttaqien,NUM,94
handphone,NOUN,94
domisili,NOUN,94
ricardo,PROPN,94
pikir,NOUN,94
standard,NOUN,94
ahmad,PROPN,94
pahala,NOUN,94
virtual,ADJ,93
lolos,VERB,93
akhir,NOUN,93
beli,VERB,93
tanggung,VERB,93
fkrtl,NOUN,93
uhc,NUM,93
omnibus,NOUN,93
bed,NOUN,93
kembali,ADV,93
polusi,NOUN,93
rentan,NOUN,92
yogyakarta,PROPN,92
skrining,NUM,92
dorong,VERB,92
napas,NOUN,92
bjb,PROPN,92
dispute,NOUN,92
payudara,NOUN,92
optimal,ADJ,92
ayah,NOUN,92
bahkan,CONJ,92
vertikal,NOUN,91
insurance,PROPN,91
sidi,NOUN,91
fraksi,NOUN,91
indikator,NOUN,91
aparatur,NOUN,91
pesiar,NOUN,91
misal,VERB,91
said,PROPN,91
raharja,PROPN,91
ungkap,NOUN,91
rehab,NOUN,91
lancar,ADJ,91
celcius,NOUN,91
no,NOUN,90
pungut,NOUN,90
hindar,NOUN,90
tarmizi,PROPN,90
andi,NOUN,90
perempuan,NOUN,90
jambi,PROPN,90
tubagus,PROPN,90
kapitasi,NOUN,90
tentang,ADP,90
phantom,PROPN,90
phk,PROPN,90
pisah,NOUN,89
kemnaker,NOUN,89
himbara,PROPN,89
kesiap,NOUN,89
ringan,VERB,89
donasi,NOUN,89
kece,NOUN,89
konstruksi,NOUN,89
menindaklanjuti,VERB,89
politik,NOUN,89
produktivitas,NOUN,89
partisipasi,NOUN,89
persero,NOUN,89
blt,PROPN,89
respons,NOUN,88
duta,NOUN,88
iene,NUM,88
himpun,NOUN,88
bengkulu,PROPN,88
dialog,NOUN,88
edward,PROPN,88
rentang,NOUN,88
yayasan,NOUN,88
syariah,NOUN,88
bikin,NOUN,88
riset,NOUN,88
timboel,NOUN,88
pariwisata,NOUN,87
nusa,PROPN,87
bobby,PROPN,87
investigasi,NOUN,87
merinci,VERB,87
sedia,PROPN,87
jkk,PROPN,87
customer,NOUN,87
tol,NOUN,87
serang,NOUN,87
alkohol,NOUN,87
komisi,PROPN,86
social,PROPN,86
raya,VERB,86
industrial,NOUN,86
lily,NOUN,86
proyeksi,NOUN,86
ceo,PROPN,86
dicover,NOUN,86
meta,NOUN,86
timboel,PROPN,86
simplifikasi,NOUN,86
inflasi,NOUN,86
konten,NOUN,86
twitter,NOUN,86
rang,NOUN,85
smartphone,NOUN,85
karyawannya,NOUN,85
puluh,NOUN,85
statistik,NOUN,85
unggul,VERB,85
play,PROPN,85
profesional,ADJ,84
peta,NOUN,84
bangsa,NOUN,84
amin,PROPN,84
ring,NOUN,84
dukung,ADJ,84
anggar,PROPN,84
yurianto,PROPN,84
timur,PROPN,84
ambulans,NOUN,84
ikn,NOUN,84
lampir,NOUN,84
ecek,PROPN,83
lalu,ADJ,83
pasal,PROPN,83
menang,VERB,83
seluruh,DET,83
nada,NOUN,83
milu,NUM,83
siregar,PROPN,83
palembang,PROPN,83
menkes,NOUN,83
periksa,VERB,83
kendara,NOUN,83
uu,PROPN,83
hapus,NOUN,83
bansos,NUM,83
offline,NOUN,82
stakeholders,NOUN,82
polda,NOUN,82
semua,DET,82
efek,NOUN,82
assistant,NOUN,82
sehat,NOUN,82
dewas,NOUN,82
saudara,NOUN,82
wajar,ADJ,82
hotel,NOUN,82
surabaya,PROPN,81
detail,NOUN,81
raih,NOUN,81
jual,ADJ,81
ponsel,NOUN,81
kominfo,PROPN,81
kini,NOUN,81
ungkap,VERB,81
riau,PROPN,81
malang,NOUN,81
ditandatangani,VERB,81
farmasi,NOUN,81
hambat,NOUN,81
mayapada,PROPN,81
instagram,NOUN,81
relatif,ADV,80
bakar,NOUN,80
bayang,NOUN,80
saksono,PROPN,80
sulawesi,NOUN,80
sangon,NOUN,80
semesta,NOUN,80
hingga,ADP,80
batu,NOUN,80
kelas,ADP,80
konsumen,NOUN,80
karang,NOUN,80
pps,PROPN,80
gratifikasi,NOUN,80
keliling,NOUN,79
diy,PROPN,79
kontrasepsi,NOUN,79
jawab,NOUN,79
idap,NOUN,79
estimasi,NOUN,79
urut,NOUN,79
papua,NOUN,79
langgan,NOUN,79
huruf,NOUN,79
pria,NOUN,79
pihak,NOUN,79
tentara,NOUN,79
ispa,NOUN,79
aniaya,NOUN,78
rampung,NOUN,78
lindung,PROPN,78
putar,NOUN,78
minum,NOUN,78
service,NOUN,78
tuntas,NOUN,78
iya,NOUN,78
pol,PROPN,78
gula,NOUN,78
tambal,NOUN,78
ump,PROPN,78
kece,NUM,78
telemedicine,NOUN,78
the,DET,78
fachmi,NOUN,78
demam,NOUN,78
up,NOUN,78
icw,PROPN,77
selamat,VERB,77
ketat,ADJ,77
kapitasi,NUM,77
beberapa,DET,77
begitu,ADV,77
perilaku,NOUN,77
paru,NOUN,77
perkara,NOUN,77
bawa,VERB,77
sadar,NOUN,77
juli,VERB,77
klaim,VERB,77
tunggu,VERB,76
undur,NOUN,76
kb,NOUN,76
jkk,NUM,76
primer,NOUN,76
mayor,NOUN,76
komunitas,NOUN,76
tuntut,NOUN,76
salur,PROPN,76
komplikasi,NOUN,76
lemah,ADJ,76
hendak,ADV,76
layar,NOUN,76
gandeng,NOUN,76
islam,PROPN,76
bocor,ADJ,76
provinsi,PROPN,75
singgung,NOUN,75
bumd,PROPN,75
farma,PROPN,75
posko,PROPN,75
nik,NOUN,75
pandu,NOUN,75
imbas,NOUN,75
komplementer,NOUN,75
laksana,PROPN,75
tepat,ADJ,75
website,PROPN,75
channel,NOUN,75
cair,VERB,75
mei,PROPN,75
cuti,NOUN,75
pcare,NOUN,75
materi,NOUN,74
sidoarjo,PROPN,74
imbal,NOUN,74
of,ADP,74
bahas,VERB,74
kader,NOUN,74
bila,CONJ,74
kur,PROPN,74
cantum,NOUN,74
sikap,NOUN,74
kuasa,NOUN,74
integritas,NOUN,74
santosa,PROPN,74
tera,NOUN,73
benefit,NOUN,73
harap,PRON,73
tk,NOUN,73
fiktif,NOUN,73
predikat,NOUN,73
rs,NOUN,73
camat,NOUN,73
istirahat,NOUN,73
damping,NOUN,73
hartarto,PROPN,72
antri,NOUN,72
serap,NOUN,72
pks,PROPN,72
next,NOUN,72
mukti,NOUN,72
mlt,NOUN,72
budiman,NOUN,72
klinis,ADJ,72
sjsn,NUM,72
for,PROPN,72
fakta,NOUN,72
undangundang,NOUN,72
tes,NOUN,72
call,NOUN,72
unrealized,NOUN,72
apakah,ADV,72
delapan,NUM,72
org,NOUN,72
konsisten,ADJ,72
pph,PROPN,71
palangka,PROPN,71
kolom,NOUN,71
seksual,ADJ,71
hemofilia,NOUN,71
radioterapi,NOUN,71
ppn,PROPN,71
nah,NOUN,71
pulih,NOUN,71
elektronik,ADJ,71
ikat,NOUN,71
ekstrem,NOUN,71
sekian,NOUN,71
agus,NOUN,71
bekas,NOUN,71
motor,NOUN,71
kadir,PROPN,71
pagu,PROPN,71
deposito,NOUN,71
https,PROPN,71
bp,NOUN,70
manipulasi,NOUN,70
in,PROPN,70
pak,NOUN,70
google,PROPN,70
menit,NOUN,70
ideal,ADJ,70
generasi,NOUN,70
c,PROPN,70
imbang,NOUN,70
maka,CONJ,70
kolektif,ADJ,70
wanita,NOUN,69
sharing,VERB,69
amerika,NOUN,69
muliati,PROPN,69
formulasi,NOUN,69
ibu,NOUN,69
akademisi,NOUN,69
minus,NOUN,69
pergi,VERB,69
gitu,NOUN,69
proteksi,NOUN,69
usus,NOUN,69
studi,NOUN,69
ardi,PROPN,69
abdullah,PROPN,69
ajak,VERB,69
ppu,PROPN,69
salur,VERB,69
pekerjaburuh,NOUN,68
tekstil,NOUN,68
menko,PROPN,68
manado,PROPN,68
energi,NOUN,68
news,NOUN,68
wni,PROPN,68
mobil,NOUN,68
kian,ADV,68
oknum,NOUN,68
malu,NOUN,68
ancam,NOUN,68
pabrik,NOUN,68
mulai,VERB,68
transparansi,NOUN,68
banten,PROPN,68
faisal,PROPN,68
pneumonia,NOUN,68
tutup,ADJ,68
ajang,NOUN,68
fachmi,PROPN,68
tokoh,NOUN,67
harmonisasi,NOUN,67
ganda,ADJ,67
raih,VERB,67
roswita,NOUN,67
maaf,VERB,67
unjung,NOUN,67
literasi,NOUN,67
rsu,PROPN,67
iene,PROPN,67
juang,NOUN,67
habis,PUNCT,67
roswita,PROPN,67
tegak,NOUN,67
lingkup,NOUN,67
individu,NOUN,66
jkm,NUM,66
alih,VERB,66
populasi,NOUN,66
merah,NOUN,66
menandatangani,VERB,66
abdi,NOUN,66
kemoterapi,NOUN,66
imbau,NUM,66
debit,NOUN,66
formula,NOUN,66
cabut,PROPN,66
mantan,NOUN,66
segi,NOUN,66
antara,ADP,66
rumus,NOUN,66
rizzky,NUM,66
bsi,PROPN,66
platform,NOUN,66
transparan,ADJ,65
breaking,NOUN,65
kuota,NOUN,65
webinar,NOUN,65
kenal,NOUN,65
uhc,PROPN,65
hut,PROPN,65
jalan,PROPN,65
pemprov,PROPN,65
muhadjir,PROPN,65
pagi,NOUN,65
istana,NOUN,65
ponselmu,NOUN,65
tapera,PROPN,65
pasuk,NUM,65
akurat,ADJ,65
panitia,NOUN,65
bidan,NOUN,64
tren,NOUN,64
baca,VERB,64
suntik,NOUN,64
lapis,NOUN,64
berangkat,VERB,64
serviks,NOUN,64
alir,NOUN,64
sim,PROPN,64
toko,NOUN,64
install,VERB,64
raya,PROPN,64
tutup,VERB,63
kdk,NOUN,63
mal,NOUN,63
daniel,PROPN,63
ban,NOUN,63
main,NOUN,63
kawasaki,PROPN,63
jagung,NOUN,63
lomba,NOUN,63
porsi,NOUN,63
saleh,ADJ,63
akut,NOUN,63
parlemen,NOUN,62
tk,PROPN,62
pasuk,NOUN,62
healthcare,PROPN,62
jk,PROPN,62
polda,PROPN,62
wni,NOUN,62
laku,VERB,62
merah,ADJ,62
kpm,PROPN,62
tumor,NOUN,62
mayapada,NOUN,62
malaysia,NOUN,62
kk,NOUN,62
chat,VERB,62
lima,NUM,62
jadi,ADV,62
lupa,NOUN,62
adang,PROPN,61
siar,ADJ,61
semester,NOUN,61
screening,NOUN,61
eksperimen,NOUN,61
bps,NOUN,61
letak,NOUN,61
ri,VERB,61
pekerjaburuh,NUM,61
badan,PROPN,61
balikpapan,PROPN,61
intervensi,NOUN,61
muttaqien,NOUN,61
ular,NOUN,61
bekti,PROPN,61
identifikasi,NOUN,61
pemkot,PROPN,61
kulit,NOUN,61
loket,NOUN,61
dashboard,NOUN,61
m,NOUN,61
suku,NOUN,61
kemenkeu,PROPN,61
kalah,VERB,61
susul,NOUN,61
mertua,NOUN,60
nusantara,NOUN,60
stabil,ADJ,60
putih,ADJ,60
viral,NOUN,60
acu,PROPN,60
d,NOUN,60
web,NOUN,60
unggah,VERB,60
bengkak,NOUN,60
boleh,ADV,60
intensif,ADJ,60
al,PROPN,60
us,PROPN,60
website,NOUN,60
internet,NOUN,60
kerabat,NOUN,60
ekonom,NOUN,60
almarhum,NOUN,60
jangan,X,60
finansial,ADJ,60
sih,NOUN,60
situ,NOUN,60
memang,ADV,60
enggan,NOUN,60
mana,ADP,60
rahang,NOUN,59
upa,PROPN,59
susah,ADJ,59
cenderung,ADV,59
janda,NOUN,59
cegah,PROPN,59
kecil,ADJ,59
pegang,NOUN,59
pemberitahuan,NOUN,59
kejar,NOUN,59
akselerasi,NOUN,59
tenggara,NOUN,59
palsu,ADJ,59
kombinasi,NOUN,59
kendati,ADV,59
grup,NOUN,59
meminimalisir,VERB,59
assessment,NOUN,59
tara,PROPN,59
nagari,NOUN,58
rehabilitasi,NOUN,58
klarifikasi,NOUN,58
cantik,NOUN,58
netizen,NOUN,58
hospital,NOUN,58
duda,NOUN,58
demikian,ADV,58
bingung,VERB,58
sertifikasi,NOUN,58
momentum,NOUN,58
watch,PROPN,58
ekuitas,NOUN,58
anggur,NOUN,58
masker,NOUN,58
kritik,NOUN,58
phi,NOUN,58
aja,NOUN,57
tipu,NOUN,57
sentralisasi,NOUN,57
minim,NOUN,57
arief,PROPN,57
perhati,PROPN,57
inisiatif,NOUN,57
permenkes,PROPN,57
btn,PROPN,57
pisah,VERB,57
tajuk,NOUN,57
obesitas,NOUN,57
hubung,VERB,57
unjung,NUM,57
lapak,NOUN,57
motivasi,NOUN,57
reaksi,NOUN,56
konfederasi,NOUN,56
buluh,NOUN,56
analisis,NOUN,56
disease,PROPN,56
bendahara,NOUN,56
curiga,VERB,56
komentar,NOUN,56
tertib,NOUN,56
kemenko,PROPN,56
kpu,PROPN,56
waspada,NOUN,56
keluh,PROPN,56
hidayat,PROPN,56
disiplin,NOUN,56
minyak,NOUN,56
setor,NOUN,55
damping,PROPN,55
inti,NOUN,55
kesiap,NUM,55
efektivitas,NOUN,55
idi,PROPN,55
harap,DET,55
katarak,NOUN,55
maaf,NOUN,55
bijak,PROPN,55
portofolio,NOUN,55
gadai,NOUN,55
talasemia,NOUN,55
bal,NOUN,55
tombol,NOUN,55
retas,NOUN,55
umrah,NOUN,55
prestasi,NOUN,55
bareskrim,PROPN,55
kebun,NOUN,55
b,PROPN,55
valid,NOUN,55
eksekutif,NOUN,54
said,NOUN,54
menaker,PROPN,54
sejati,NOUN,54
lantar,NUM,54
shinta,PROPN,54
umur,NOUN,54
medical,NOUN,54
sangkut,VERB,54
malam,NOUN,54
service,PROPN,54
cermin,NOUN,54
akumulasi,NOUN,54
effendy,PROPN,54
tanggap,VERB,54
bor,NOUN,54
mlt,NUM,54
askes,PROPN,54
akreditasi,NOUN,54
kpr,NOUN,54
fakir,NOUN,54
kembang,VERB,54
iv,NOUN,54
reformasi,NOUN,54
ukm,PROPN,54
kemnaker,NUM,54
sangon,NUM,53
agustian,NOUN,53
radiasi,NOUN,53
lurus,ADJ,53
leimena,PROPN,53
ridwan,PROPN,53
sapa,NOUN,53
padan,NOUN,53
care,PROPN,53
nakes,NUM,53
account,NOUN,53
andi,PROPN,53
informatika,NOUN,53
polemik,NOUN,53
musibah,NOUN,53
jepang,NOUN,53
obligasi,NOUN,53
good,PROPN,53
zona,NOUN,53
kurun,NOUN,53
kena,VERB,53
best,NOUN,53
asep,VERB,53
abadi,NOUN,53
tirai,NOUN,53
ani,NOUN,53
waktu,NOUN,53
bpu,NUM,53
anies,PROPN,53
update,NOUN,53
harap,CONJ,53
kuliah,NOUN,52
chalid,PROPN,52
pandawa,PROPN,52
dtks,NUM,52
hanya,ADV,52
saing,NOUN,52
perihal,NOUN,52
fisik,ADJ,52
sendiri,ADJ,52
tempuh,NOUN,52
takut,ADJ,52
plastik,NOUN,52
pangan,NOUN,52
tentu,NOUN,52
info,NOUN,52
isolasi,NOUN,52
puas,VERB,52
padang,NOUN,52
lokal,ADJ,52
agenda,NOUN,52
aparat,NOUN,52
libat,PROPN,52
tegas,ADJ,52
asabri,NOUN,52
lowong,NOUN,51
masingmasing,PROPN,51
sungai,NOUN,51
scaling,NUM,51
definisi,NOUN,51
proyek,NOUN,51
kelenjar,NOUN,51
case,NOUN,51
kira,ADV,51
tuntut,VERB,51
ketik,NOUN,51
usung,NOUN,51
syarif,PROPN,51
perundangundangan,NOUN,51
sekretariat,NOUN,51
antre,PROPN,51
gak,NOUN,51
konstitusi,NOUN,51
amat,ADV,51
spesifik,ADJ,51
donor,NOUN,51
rivai,PROPN,51
mesin,NOUN,51
visi,NOUN,51
ulang,ADV,51
pegang,VERB,51
tega,VERB,51
wujud,VERB,51
akomodasi,NOUN,51
insulin,NOUN,50
utara,PROPN,50
chika,NOUN,50
ratarata,NOUN,50
lebong,PROPN,50
banjarmasin,PROPN,50
likuiditas,NOUN,50
kompensasi,NOUN,50
sanusi,PROPN,50
tiap,DET,50
mesti,NOUN,50
cari,VERB,50
atlet,NOUN,50
september,PROPN,50
elektronik,NOUN,50
perut,NOUN,50
berkat,NOUN,50
sidang,NOUN,50
pendek,ADJ,50
pelosok,NOUN,50
behel,NOUN,50
sebar,PROPN,50
social,NOUN,50
siswa,NOUN,50
raker,NOUN,50
paritrana,NOUN,50
desain,NOUN,50
org,PROPN,50
gelontor,NOUN,50
cetak,VERB,50
aristiawan,PROPN,50
misi,NOUN,49
prajurit,NOUN,49
doctor,NOUN,49
polsek,PROPN,49
judul,NOUN,49
senayan,PROPN,49
kk,PROPN,49
single,NOUN,49
tenggara,PROPN,49
facebook,NOUN,49
turut,VERB,49
istilah,NOUN,49
emergency,NOUN,49
lalai,NOUN,49
cost,NOUN,49
interactive,NOUN,49
alhamdulillah,VERB,49
pakar,NOUN,49
sandi,NOUN,49
wartawan,NOUN,49
jajar,PROPN,49
sardjito,PROPN,49
ilmu,NOUN,49
sehat,ADP,49
alur,NOUN,49
sudah,ADV,48
cash,NOUN,48
kadang,ADV,48
inklusi,NOUN,48
sejak,ADP,48
ide,NOUN,48
belah,NOUN,48
dukcapil,NOUN,48
korset,NOUN,48
ida,NOUN,48
terminal,NOUN,48
agenbrilink,NOUN,48
akan,ADV,48
lamar,PROPN,48
bpk,PROPN,48
asik,NOUN,48
baku,NOUN,48
kemenaker,PROPN,48
niat,NOUN,48
ranah,NOUN,48
ntb,PROPN,48
biar,NOUN,48
atur,VERB,48
mandul,NOUN,48
autodebet,NOUN,48
dongkrak,NOUN,48
ananda,PROPN,48
indra,PROPN,48
senang,VERB,47
yatim,PROPN,47
papar,PROPN,47
sulung,NOUN,47
as,PROPN,47
benarbenar,NOUN,47
bca,PROPN,47
piatu,PROPN,47
gizi,NOUN,47
singapura,PROPN,47
korporasi,NOUN,47
praktek,NOUN,47
ambon,PROPN,47
soal,NOUN,47
sunti,PROPN,47
olah,NOUN,47
liput,PROPN,47
direksi,NOUN,47
optik,NOUN,47
klaster,NOUN,47
kaum,NOUN,47
ombudsman,PROPN,47
misal,NOUN,47
repot,NOUN,47
properti,NOUN,47
garam,NOUN,47
partisi,NOUN,46
obatobatan,NOUN,46
display,NOUN,46
rangkai,NOUN,46
lawan,NOUN,46
system,NOUN,46
apindo,PROPN,46
national,PROPN,46
masa,NOUN,46
tadjuddin,PROPN,46
pekanbaru,PROPN,46
app,PROPN,46
kanan,NOUN,46
link,NOUN,46
cadang,NOUN,46
ketika,CONJ,46
mohammad,PROPN,46
mitigasi,NOUN,46
maruf,PROPN,46
himbara,NUM,46
anda,NOUN,46
harbuwono,PROPN,46
lampung,PROPN,46
terobos,NOUN,45
cover,NOUN,45
parah,ADJ,45
yusuf,PROPN,45
produktif,ADJ,45
bas,PROPN,45
kadin,PROPN,45
yustinus,PROPN,45
seharihari,NOUN,45
apotek,NOUN,45
masif,NOUN,45
damping,NUM,45
bursa,NOUN,45
salah,NOUN,45
gajiupah,NOUN,45
xi,PROPN,45
lampir,NUM,45
renovasi,NOUN,45
page,NOUN,45
ibadah,NOUN,45
ina,NOUN,45
lambunu,PROPN,45
bbm,NOUN,45
c,NOUN,45
pas,ADJ,45
tumpang,NOUN,45
telusur,NOUN,45
sangka,NOUN,45
krisis,NOUN,45
fakultas,NOUN,45
kreatif,ADJ,45
endemi,NOUN,45
groups,NOUN,45
petisi,NOUN,45
elemen,NOUN,45
based,NOUN,45
patut,NOUN,45
selasa,PROPN,45
pasuk,PROPN,45
promosi,NOUN,45
sianturi,PROPN,45
sah,ADJ,45
perata,NUM,45
zuhri,PROPN,44
kampung,NOUN,44
si,DET,44
stnk,PROPN,44
cibinong,PROPN,44
susu,NOUN,44
kip,PROPN,44
stnk,NOUN,44
captcha,NOUN,44
jkn,VERB,44
beliau,PRON,44
laboratorium,NOUN,44
simbolis,NOUN,44
orientasi,NOUN,44
hulu,PROPN,44
tapera,NUM,44
telinga,NOUN,44
versi,NOUN,44
rekam,NOUN,44
auto,NOUN,44
diskon,NOUN,44
publikasi,NOUN,44
inisiasi,NOUN,44
thohir,PROPN,44
dian,PROPN,44
tajam,ADJ,44
februari,PROPN,44
rahasia,NOUN,44
payung,NOUN,44
asabri,NUM,44
desember,ADP,44
organ,NOUN,44
bawah,NOUN,43
neto,PROPN,43
simpul,NOUN,43
telat,NOUN,43
password,NOUN,43
ghufron,VERB,43
estetik,NOUN,43
silang,NOUN,43
bahkan,ADV,43
variasi,NOUN,43
a,PROPN,43
youtube,PROPN,43
sustainable,NOUN,43
asma,NOUN,43
lain,ADJ,43
bangka,PROPN,43
duka,NOUN,43
management,NOUN,43
putranto,PROPN,43
klasifikasi,NOUN,43
plt,PROPN,43
kunta,NOUN,43
agustus,PROPN,43
model,NOUN,43
pkh,NOUN,43
mutakhir,ADJ,43
imbau,PROPN,43
timboel,NUM,43
keluar,ADJ,43
parah,NOUN,43
bincang,NOUN,43
corporate,NOUN,43
konsekuensi,NOUN,43
basis,NOUN,43
kasus,NOUN,43
profit,NOUN,43
duplikasi,NOUN,42
international,ADJ,42
tempo,NOUN,42
gaya,NOUN,42
kendara,NUM,42
laut,NOUN,42
ojk,NOUN,42
wadah,NOUN,42
dinding,NOUN,42
semuasimak,NUM,42
susanto,PROPN,42
inklusif,NOUN,42
psikolog,NOUN,42
ikat,PROPN,42
roswita,NUM,42
kabupatenkota,NOUN,42
balita,NOUN,42
lansir,NOUN,42
undangundang,NUM,42
form,NOUN,42
serentak,NOUN,42
kg,NOUN,42
gin,NOUN,42
ucap,NOUN,42
divalidasi,VERB,42
besok,NOUN,41
matang,VERB,41
akuntabilitas,NOUN,41
laju,NOUN,41
guna,NOUN,41
sendi,NOUN,41
workshop,NOUN,41
teman,NOUN,41
divisi,NOUN,41
purbalingga,PROPN,41
ratarata,NUM,41
dicover,VERB,41
pns,PROPN,41
bareng,NOUN,41
eks,NOUN,41
jemput,NOUN,41
wib,PROPN,41
khawatir,NOUN,41
detikcom,PROPN,41
public,PROPN,41
halhal,NOUN,41
bantun,PROPN,41
prolanis,NOUN,41
stimulus,NOUN,41
sekarang,ADV,41
mengcover,NOUN,41
sisir,NOUN,41
menghimbau,VERB,41
rest,NOUN,41
skrining,PROPN,41
potong,PROPN,41
masih,ADV,41
nakas,NUM,41
beleid,PROPN,41
takut,VERB,41
humas,NOUN,41
jejak,NOUN,40
asupan,NOUN,40
pkwt,NUM,40
pn,PROPN,40
inapkelas,NOUN,40
jmo,NUM,40
lily,PROPN,40
association,PROPN,40
mpp,PROPN,40
tri,NOUN,40
aktivasi,NOUN,40
warna,NOUN,40
plus,NOUN,40
tagih,PROPN,40
ecek,VERB,40
sjsn,NOUN,40
sertifikat,NOUN,40
korpri,PROPN,40
arief,NOUN,40
development,PROPN,40
ptun,PROPN,40
meja,NOUN,40
autodebit,NOUN,40
rekomposisi,NOUN,40
melitus,NOUN,40
nyawa,NOUN,40
bio,PROPN,40
longgar,NOUN,40
bansos,PROPN,40
dedy,PROPN,40
lonjak,NOUN,40
central,PROPN,40
muhammadiyah,PROPN,40
hemodialisis,NOUN,40
jelang,NOUN,40
utoh,PROPN,40
denpasar,PROPN,40
asia,NOUN,40
telegram,NOUN,40
health,PROPN,40
pelat,NOUN,40
insan,NOUN,40
bandungrs,PROPN,40
vendor,NOUN,40
teks,NOUN,39
bagaimana,ADV,39
ditjen,PROPN,39
ramah,ADJ,39
sultan,NOUN,39
jari,NOUN,39
korea,NOUN,39
selaras,VERB,39
pulo,PROPN,39
hitung,VERB,39
salah,ADJ,39
gorontalo,PROPN,39
akrab,NOUN,39
who,NOUN,39
top,NOUN,39
infertilitas,NOUN,39
kaji,PROPN,39
file,NOUN,39
banjir,NOUN,39
isoman,NOUN,39
daulay,PROPN,39
ratus,NUM,39
getah,NOUN,39
skck,PROPN,39
muhadjir,NOUN,39
sianturiinfografis,PROPN,39
skenario,NOUN,39
banding,ADP,39
palu,NOUN,39
deret,NOUN,39
biasa,ADV,39
resesi,NOUN,39
adapun,PROPN,39
adaptasi,NOUN,39
onkologi,NOUN,39
infografis,VERB,39
alergi,NOUN,39
aktuaria,PROPN,39
setor,NUM,39
pakat,NOUN,39
para,DET,39
maret,PROPN,38
gigi,PROPN,38
jayapura,PROPN,38
huni,NOUN,38
geser,NOUN,38
surakarta,NOUN,38
tbc,NOUN,38
webinar,PROPN,38
himpun,NUM,38
vokasi,NOUN,38
bagai,CONJ,38
financial,NOUN,38
djs,PROPN,38
daftar,PROPN,38
praktis,ADJ,38
sektoral,NOUN,38
